                                                                              23 Dec 2020 13:44:59
Approved AGI Educational Alliance Partner
Satellite-Satellite2-To-AreaTarget-United_States_of_America:  Access Summary Report


Satellite2-To-United_States_of_America
--------------------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                     635    16 Mar 2021 05:52:25.260    16 Mar 2021 06:02:11.189           585.929
                     636    16 Mar 2021 19:00:39.935    16 Mar 2021 19:06:52.452           372.517
                     637    16 Mar 2021 20:32:04.179    16 Mar 2021 20:44:30.593           746.414
                     638    16 Mar 2021 22:05:31.376    16 Mar 2021 22:20:55.247           923.871
                     639    16 Mar 2021 23:38:48.094    16 Mar 2021 23:56:12.675          1044.581
                     640    17 Mar 2021 01:13:25.007    17 Mar 2021 01:31:37.296          1092.289
                     641    17 Mar 2021 02:48:41.342    17 Mar 2021 03:07:02.908          1101.566
                     642    17 Mar 2021 04:24:29.566    17 Mar 2021 04:40:34.035           964.469
                     643    17 Mar 2021 06:01:54.038    17 Mar 2021 06:07:26.287           332.249
                     644    17 Mar 2021 19:09:15.756    17 Mar 2021 19:16:13.600           417.844
                     645    17 Mar 2021 20:40:45.351    17 Mar 2021 20:53:40.165           774.814
                     646    17 Mar 2021 22:14:05.707    17 Mar 2021 22:29:54.611           948.904
                     647    17 Mar 2021 23:47:35.289    18 Mar 2021 00:05:09.695          1054.406
                     648    18 Mar 2021 01:22:21.650    18 Mar 2021 01:40:38.809          1097.159
                     649    18 Mar 2021 02:57:40.348    18 Mar 2021 03:15:55.904          1095.556
                     650    18 Mar 2021 04:33:36.376    18 Mar 2021 04:48:51.771           915.394
                     651    18 Mar 2021 06:11:45.349    18 Mar 2021 06:15:06.773           201.424
                     652    18 Mar 2021 19:17:56.607    18 Mar 2021 19:25:29.931           453.324
                     653    18 Mar 2021 20:49:29.100    18 Mar 2021 21:02:52.011           802.912
                     654    18 Mar 2021 22:22:37.418    18 Mar 2021 22:38:52.718           975.300
                     655    18 Mar 2021 23:56:24.526    19 Mar 2021 00:14:06.008          1061.482
                     656    19 Mar 2021 01:31:18.331    19 Mar 2021 01:49:39.552          1101.222
                     657    19 Mar 2021 03:06:39.778    19 Mar 2021 03:24:46.825          1087.047
                     658    19 Mar 2021 04:42:44.615    19 Mar 2021 04:56:24.412           819.797
                     659    19 Mar 2021 19:26:24.978    19 Mar 2021 19:34:42.810           497.832
                     660    19 Mar 2021 20:58:15.983    19 Mar 2021 21:12:02.912           826.929
                     661    19 Mar 2021 22:31:15.114    19 Mar 2021 22:47:49.605           994.491
                     662    20 Mar 2021 00:05:15.246    20 Mar 2021 00:23:01.532          1066.286
                     663    20 Mar 2021 01:40:14.818    20 Mar 2021 01:58:39.458          1104.639
                     664    20 Mar 2021 03:15:40.045    20 Mar 2021 03:33:35.331          1075.286
                     665    20 Mar 2021 04:51:54.315    20 Mar 2021 05:04:40.454           766.139
                     666    20 Mar 2021 19:34:10.124    20 Mar 2021 19:43:54.289           584.164
                     667    20 Mar 2021 21:07:05.444    20 Mar 2021 21:21:10.390           844.945
                     668    20 Mar 2021 22:39:56.977    20 Mar 2021 22:56:45.297          1008.320
                     669    21 Mar 2021 00:14:07.456    21 Mar 2021 00:31:56.469          1069.013
                     670    21 Mar 2021 01:49:11.988    21 Mar 2021 02:07:38.886          1106.899
                     671    21 Mar 2021 03:24:41.243    21 Mar 2021 03:42:20.966          1059.723
                     672    21 Mar 2021 05:01:06.891    21 Mar 2021 05:13:16.542           729.651
                     673    21 Mar 2021 18:11:43.792    21 Mar 2021 18:14:49.688           185.896
                     674    21 Mar 2021 19:42:29.667    21 Mar 2021 19:53:18.725           649.058
                     675    21 Mar 2021 21:15:52.243    21 Mar 2021 21:30:15.343           863.100
                     676    21 Mar 2021 22:48:42.012    21 Mar 2021 23:05:41.907          1019.895
                     677    22 Mar 2021 00:23:00.939    22 Mar 2021 00:40:55.891          1074.952
                     678    22 Mar 2021 01:58:09.778    22 Mar 2021 02:16:37.217          1107.439
                     679    22 Mar 2021 03:33:43.483    22 Mar 2021 03:51:03.081          1039.597
                     680    22 Mar 2021 05:10:23.260    22 Mar 2021 05:21:45.368           682.108
                     681    22 Mar 2021 18:19:51.562    22 Mar 2021 18:24:36.484           284.922
                     682    22 Mar 2021 19:51:00.397    22 Mar 2021 20:02:36.967           696.570
                     683    22 Mar 2021 21:24:30.097    22 Mar 2021 21:39:18.322           888.226
                     684    22 Mar 2021 22:57:29.585    22 Mar 2021 23:14:40.329          1030.745
                     685    23 Mar 2021 00:31:55.520    23 Mar 2021 00:49:58.696          1083.177
                     686    23 Mar 2021 02:07:08.145    23 Mar 2021 02:25:34.203          1106.058
                     687    23 Mar 2021 03:42:46.940    23 Mar 2021 03:59:40.703          1013.763
                     688    23 Mar 2021 05:19:41.142    23 Mar 2021 05:30:00.906           619.764

Global Statistics
-----------------
Min Duration         329     4 Feb 2021 21:01:28.760     4 Feb 2021 21:02:13.059            44.299
Max Duration         563     7 Mar 2021 02:54:21.159     7 Mar 2021 03:12:48.639          1107.480
Mean Duration                                                                              851.648
Total Duration                                                                          585933.850
